10 10 855
0 265 148 1493 1279 1284 1269 1262 1284 1278 1275 1295 1278 1279 0.01
1 243 198 33 13 18 13 8 7 16 16 5 3 4 12 12 10 5 5 3 27 8 5 3 13 36 20 7 3 3 7 9 7 6 5 16 6 5 6 13 14 13 4 2 3 29 11 8 6 9 19 16 4 3 12 23 20 5 3 5 26 8 7 4 44 0.09 18 
2 411 337 188 53 40 106 183 101 44 47 105 154 69 42 55 94 149 109 55 60 87 158 114 47 55 109 136 99 58 39 94 184 74 39 49 97 171 97 42 41 74 176 96 47 37 102 164 82 50 51 112 169 97 44 55 97 178 88 42 41 107 197 105 282 0.09 18 
3 154 23 85 45 86 156 68 50 40 83 170 112 40 49 118 102 74 38 50 87 109 89 40 56 98 141 82 59 47 75 114 115 45 48 119 145 95 32 38 86 181 81 31 37 52 157 86 39 40 95 127 76 48 42 95 143 81 33 40 125 131 87 39 170 0.06 12 
4 359 472 122 95 70 38 38 46 94 48 32 29 37 116 64 42 23 57 90 56 35 36 57 96 79 30 35 67 122 63 23 36 55 126 54 29 27 63 118 58 33 32 43 90 57 27 17 65 102 79 26 33 40 117 46 30 34 75 77 70 36 28 63 183 0.07 14 
5 483 433 94 110 57 61 89 144 105 51 54 97 199 75 37 51 91 123 86 55 43 100 159 99 48 47 97 137 108 42 39 89 158 119 58 34 97 151 105 37 58 110 171 89 52 54 87 177 94 46 60 75 173 60 56 56 79 171 102 50 55 83 188 188 0.02 4 
6 181 399 45 3 57 44 2 14 21 15 20 7 5 0 10 18 8 2 13 40 30 0 5 17 45 28 10 10 13 0 15 6 5 17 34 7 14 0 16 30 10 4 12 17 25 11 7 7 10 17 6 10 11 31 10 21 4 6 8 51 10 11 0 60 0.07 14 
7 358 98 35 19 15 35 62 41 17 23 33 60 33 19 13 36 65 30 18 16 32 59 34 19 15 37 70 26 17 18 29 54 30 12 18 31 45 30 14 16 34 51 30 17 15 30 51 40 19 19 44 54 36 20 20 23 60 32 17 15 26 60 29 70 0.06 12 
8 158 329 64 38 71 111 70 30 33 77 101 56 26 34 61 136 64 27 27 51 112 86 28 23 51 104 53 38 37 63 111 73 33 29 70 121 66 34 30 57 117 52 31 33 67 97 59 32 40 82 120 54 32 28 77 93 51 26 29 81 143 68 28 128 0.02 4 
9 189 337 152 41 64 148 60 33 30 73 109 69 36 35 80 114 89 27 36 67 129 53 41 30 99 101 58 48 51 76 112 66 38 39 60 115 84 54 37 64 121 87 28 36 95 173 96 33 47 76 128 93 36 30 60 167 63 26 39 64 115 87 53 228 0.04 8 
10 220 4 105 69 37 13 15 32 51 31 14 20 35 57 41 17 21 33 55 31 18 16 30 65 32 10 14 33 54 38 13 18 35 58 36 14 14 34 63 35 15 16 32 55 39 17 15 43 52 33 17 18 34 60 39 19 19 36 51 42 17 22 31 140 0.06 12 
