125 20 10279
0 298 42 19678 15888 15892 15880 15877 15862 15871 15869 15854 15867 15884 15869 15889 15864 15882 15877 15861 15868 15885 15879 15866 0.01
1 267 316 100 48 53 50 50 52 45 49 53 47 51 44 49 47 48 48 52 49 49 53 50 49 51 51 48 50 51 53 46 49 49 52 50 46 49 49 49 49 50 52 47 53 49 49 49 49 51 47 46 48 53 44 48 49 50 50 48 49 51 53 47 48 50 51 50 49 48 50 47 53 48 150 0.08 16 
2 356 368 186 95 94 89 94 95 90 89 90 94 91 94 93 92 91 91 92 88 93 95 95 91 92 92 93 92 90 92 93 95 92 90 92 90 91 91 88 94 91 91 89 94 91 91 93 94 94 89 94 88 93 92 91 96 91 92 92 96 91 96 88 92 92 93 91 94 91 93 94 93 93 279 0.05 10 
3 188 448 184 92 86 93 81 107 93 89 81 85 83 79 98 91 90 107 92 105 97 89 93 98 91 90 96 89 92 98 83 95 90 84 95 87 87 86 100 92 98 102 82 85 105 82 99 96 85 91 102 88 83 82 93 89 84 104 80 80 92 89 102 89 103 92 88 100 99 95 96 96 83 276 0.02 4 
4 279 465 63 64 64 57 59 57 61 59 61 58 56 71 76 59 59 72 67 61 63 65 59 65 58 69 65 65 66 69 58 57 57 70 62 75 60 64 64 56 71 55 56 61 65 65 55 68 73 66 64 64 62 63 68 66 69 62 74 64 65 59 60 60 63 69 62 55 61 68 63 71 64 126 0.08 16 
5 142 335 240 84 84 73 91 70 62 81 109 80 68 86 92 83 85 65 56 67 84 73 80 91 98 95 62 84 63 85 96 64 86 84 87 76 78 94 83 81 76 73 69 67 89 86 76 78 70 70 91 79 89 89 92 65 82 83 94 80 81 74 73 84 92 93 73 77 72 69 91 91 92 320 0.08 16 
6 436 393 61 55 63 66 64 60 51 70 64 51 59 59 68 62 64 54 60 59 61 64 49 67 58 62 62 61 56 54 55 55 59 59 65 66 57 58 52 62 60 62 57 63 57 63 61 51 57 61 57 57 69 59 66 57 63 68 64 56 61 55 55 55 73 62 63 69 61 68 60 67 59 122 0.08 16 
7 22 121 285 85 94 91 94 97 98 96 94 95 92 92 93 96 92 92 91 89 85 96 93 95 94 83 95 94 95 86 87 90 101 89 91 99 91 93 103 89 93 101 96 102 91 102 91 97 91 87 94 96 94 99 95 90 100 98 95 90 97 99 90 91 99 91 93 91 92 91 94 88 98 380 0.09 18 
8 260 109 111 39 37 51 54 31 43 48 19 38 35 50 50 45 44 39 42 27 49 51 28 28 29 13 46 40 34 22 41 30 47 28 46 41 47 34 22 34 33 40 15 34 29 32 29 49 25 38 51 16 26 33 35 15 42 36 43 36 42 51 11 44 37 40 40 34 30 31 50 35 39 148 0.09 18 
9 374 147 135 61 42 45 40 65 44 38 56 48 53 44 50 48 48 45 60 42 40 45 41 62 74 35 49 33 25 58 50 49 54 48 49 37 61 66 51 39 43 33 43 55 53 55 48 41 43 50 37 49 38 34 54 43 24 43 44 50 49 35 38 26 60 38 26 50 51 45 45 49 46 180 0.06 12 
10 61 93 36 16 18 18 15 17 16 17 18 21 14 18 17 16 17 10 18 19 16 15 15 18 20 13 20 19 19 17 16 18 15 17 19 20 16 16 13 16 20 18 18 16 17 17 20 16 21 14 16 18 16 16 16 22 17 19 16 19 14 17 19 15 21 16 14 20 17 19 19 18 17 54 0.06 12 
11 98 343 63 70 58 60 61 60 56 64 57 61 56 67 69 64 64 56 63 62 62 64 57 68 63 65 59 57 59 61 54 66 61 67 62 55 64 70 62 64 55 61 59 65 63 60 59 58 61 53 60 56 65 46 56 58 59 57 62 61 65 60 72 55 69 64 64 66 57 66 64 60 61 126 0.03 6 
12 42 290 93 44 15 46 13 38 25 40 31 26 23 26 37 32 32 22 18 30 28 22 33 34 23 44 30 45 43 26 44 39 31 20 47 33 30 26 26 24 15 51 31 44 39 39 41 29 49 21 25 39 22 31 38 15 24 23 41 40 32 30 26 31 22 28 35 12 22 36 17 16 33 124 0.07 14 
13 373 2 42 17 19 23 18 20 24 18 19 20 18 19 23 17 22 16 23 17 27 15 17 20 12 20 18 14 23 19 19 23 16 23 21 25 24 24 18 21 22 17 19 19 16 24 19 18 20 29 16 25 24 20 20 20 23 19 18 17 18 24 18 23 21 17 25 22 19 23 25 26 14 63 0.07 14 
14 83 455 46 43 33 23 46 32 49 52 47 47 52 42 54 52 51 52 42 34 35 49 40 42 48 43 59 41 58 52 46 58 65 44 34 48 55 43 42 56 47 66 42 51 49 41 42 37 55 38 36 37 38 44 28 46 42 40 48 47 43 49 29 37 40 47 43 57 50 48 57 46 52 92 0.05 10 
15 53 6 234 69 77 80 70 59 77 86 68 85 85 75 86 77 82 82 77 79 70 79 74 69 81 70 84 77 80 82 86 86 80 71 71 81 79 64 91 69 77 81 78 72 85 64 58 90 78 78 76 78 78 66 84 68 67 88 70 75 70 75 74 61 83 60 76 84 80 70 89 76 81 312 0.08 16 
16 127 62 58 28 27 25 27 26 29 28 28 31 29 27 31 27 27 32 27 29 31 32 28 26 29 29 26 30 27 30 30 31 29 29 29 29 27 26 29 31 27 32 29 22 30 25 27 29 30 25 28 31 27 30 28 28 29 31 29 26 28 28 27 29 29 30 29 29 27 30 26 30 33 87 0.09 18 
17 362 144 96 54 49 50 49 58 55 38 47 47 41 47 31 40 43 51 47 49 47 50 44 42 40 58 32 48 52 55 50 45 57 56 51 46 55 43 45 47 50 41 56 60 45 46 45 54 67 52 53 60 50 43 48 48 46 54 54 55 46 49 46 48 56 48 37 55 56 59 50 44 46 144 0.07 14 
18 408 243 62 28 31 34 41 26 30 27 30 29 30 29 26 28 32 27 29 33 32 29 31 27 40 28 25 29 29 31 24 32 33 26 24 30 27 30 37 25 29 36 40 31 30 31 31 31 36 33 30 32 28 25 34 35 29 29 37 35 32 32 27 36 31 27 25 29 32 35 33 29 31 93 0.03 6 
19 174 265 122 61 59 66 57 67 56 55 54 63 54 71 66 61 53 58 58 62 63 59 47 69 73 73 54 48 63 54 59 52 65 63 53 54 54 65 60 70 65 68 61 55 59 60 50 70 68 54 56 64 58 63 70 50 53 61 57 65 69 58 61 56 59 66 64 58 53 67 50 54 73 183 0.03 6 
20 242 448 99 97 99 101 100 97 99 97 100 97 97 103 96 99 100 97 96 99 97 99 101 95 101 97 95 101 98 104 96 94 99 98 103 96 96 102 101 102 104 99 103 99 104 97 108 99 102 103 98 94 95 104 95 95 98 94 102 94 100 97 98 100 98 99 99 95 95 96 100 97 96 198 0.03 6 
