15 10 1090
0 17 468 2370 1706 1713 1709 1714 1712 1704 1714 1709 1711 1707 0.01
1 10 397 174 38 60 54 68 56 53 67 62 56 53 60 51 48 44 59 45 61 44 75 63 66 59 53 55 63 52 63 50 39 69 53 64 47 53 59 60 59 55 60 61 52 48 56 64 64 60 59 63 56 53 60 60 66 75 66 56 53 57 63 61 232 0.09 18 
2 136 440 69 69 71 66 70 73 67 65 69 71 70 74 72 67 70 73 64 67 67 69 65 71 69 72 66 70 63 66 69 68 70 69 71 68 70 69 72 69 68 69 72 66 64 76 68 68 66 66 68 68 64 66 69 71 69 69 74 66 75 65 74 138 0.09 18 
3 105 459 19 3 9 22 17 20 17 17 15 11 13 18 23 3 8 21 18 26 29 24 13 36 21 9 21 32 14 24 28 16 15 13 32 16 17 27 13 16 23 7 31 18 27 25 21 20 32 15 14 36 9 19 13 13 3 17 24 18 17 18 24 38 0.08 16 
4 394 254 285 95 92 88 110 91 93 88 76 108 92 73 87 99 92 85 102 102 99 85 116 88 81 77 104 96 98 94 86 119 80 86 80 97 123 96 73 87 95 99 94 83 101 108 111 90 100 108 87 97 84 114 87 87 88 106 79 111 102 119 104 380 0.08 16 
5 434 12 118 68 56 64 64 66 48 58 50 79 58 59 61 55 60 49 56 62 71 55 51 60 61 55 52 50 58 65 68 49 40 52 58 51 73 33 73 60 75 60 63 49 51 71 57 64 68 67 59 48 53 54 50 54 71 55 53 52 38 64 61 177 0.09 18 
6 462 1 96 47 45 49 50 49 44 45 48 47 48 49 47 50 49 46 50 48 50 50 46 48 48 47 44 51 46 47 45 47 48 47 45 47 48 47 48 47 50 47 48 50 47 47 47 49 45 46 45 51 45 48 47 50 47 49 47 46 46 51 46 144 0.05 10 
7 260 147 192 96 93 82 97 99 98 92 90 98 95 94 97 90 94 86 98 79 96 100 99 102 91 94 103 95 106 88 96 95 92 97 96 103 85 94 94 99 85 100 85 104 100 85 87 93 96 90 104 89 106 93 91 99 91 94 96 101 89 107 94 288 0.02 4 
8 23 425 39 14 18 22 8 18 9 1 14 22 2 17 10 14 12 10 13 10 10 24 15 14 14 7 7 12 12 4 24 9 18 3 8 24 8 2 14 10 12 18 13 11 9 15 19 10 16 4 15 2 18 4 9 12 14 0 16 19 26 5 12 52 0.03 6 
9 361 77 63 25 16 23 17 11 25 16 19 11 24 21 25 11 26 11 28 26 17 22 27 23 15 16 21 20 22 20 21 27 12 21 21 25 16 25 25 39 30 15 33 42 19 20 23 27 6 7 18 23 22 13 12 24 23 26 27 21 28 21 17 84 0.09 18 
10 212 470 18 20 19 23 23 27 25 13 29 16 11 15 16 9 20 18 12 7 8 31 2 12 21 29 15 14 32 8 20 15 19 11 23 10 18 26 31 25 17 12 14 18 27 19 25 22 10 19 3 12 20 13 18 12 20 4 18 10 22 18 12 36 0.03 6 
11 54 482 285 99 89 104 107 94 95 91 81 98 90 86 103 94 94 110 100 84 80 96 105 88 99 92 107 99 103 102 87 92 84 103 91 95 83 102 97 92 77 96 100 83 87 108 97 87 88 92 90 93 100 89 79 91 73 87 102 71 101 104 96 380 0.08 16 
12 308 370 54 63 54 56 63 44 47 48 70 59 59 47 71 39 70 52 41 45 49 62 44 59 49 45 58 58 57 55 40 57 42 69 48 53 49 69 38 50 38 40 39 60 45 55 58 44 71 65 59 49 42 55 49 51 57 55 48 41 50 58 55 108 0.08 16 
13 236 249 30 14 4 13 1 26 15 12 1 13 23 10 22 0 22 4 7 3 0 21 0 14 9 33 11 14 19 6 2 23 11 14 10 12 0 9 4 12 10 4 9 3 20 7 4 9 9 18 0 25 0 21 20 24 0 22 10 9 0 8 19 40 0.07 14 
14 207 350 30 11 9 30 18 6 2 0 7 20 24 29 21 24 16 9 12 16 26 11 25 20 10 19 1 15 0 16 7 5 20 9 13 9 10 11 0 28 5 30 1 20 4 15 9 7 20 16 18 25 26 15 26 29 16 17 18 28 23 26 18 45 0.06 12 
15 392 379 171 62 54 56 47 58 53 49 58 56 62 58 60 58 47 67 49 53 61 57 58 55 46 49 67 69 47 48 54 53 55 51 63 52 52 55 43 65 59 61 54 50 59 56 59 53 52 51 54 47 64 58 61 61 70 56 58 56 60 44 62 228 0.07 14 
