25 10 1866
0 224 109 3534 3023 3024 3025 3028 3024 3025 3024 3023 3023 3026 0.01
1 313 6 70 71 67 68 74 67 77 77 68 70 73 63 65 70 66 67 70 68 66 73 67 69 70 71 76 68 72 72 66 77 70 69 73 68 67 64 60 72 70 68 77 68 70 72 73 72 67 70 73 67 63 67 73 77 63 71 68 73 74 70 74 140 0.03 6 
2 38 306 120 62 72 71 60 49 49 65 65 61 63 47 64 53 46 59 63 59 58 44 58 64 58 58 65 67 72 49 60 64 43 58 62 57 54 68 42 70 63 51 63 62 70 65 59 67 62 58 49 63 70 61 55 56 60 56 53 63 73 63 59 180 0.05 10 
3 474 420 57 61 53 63 62 53 43 50 61 53 35 60 39 57 61 56 60 56 63 57 63 52 64 53 65 43 69 57 60 52 53 52 64 47 54 53 62 63 51 61 58 52 47 69 59 47 58 43 61 54 54 54 63 52 59 47 48 52 47 53 60 114 0.09 18 
4 262 435 54 27 22 40 17 21 33 25 25 16 29 41 37 27 31 36 12 38 20 36 29 33 13 34 18 23 14 25 25 22 19 4 39 26 31 21 36 21 29 26 24 31 31 22 33 9 28 36 25 36 25 39 22 28 25 17 23 28 14 28 30 81 0.02 4 
5 458 280 24 8 14 16 8 20 12 3 19 5 6 20 14 7 9 15 17 15 11 14 9 19 8 10 9 11 11 11 11 11 10 7 14 7 16 13 19 12 14 7 13 11 16 12 15 15 10 11 13 3 13 9 8 9 5 12 10 17 13 19 15 36 0.05 10 
6 205 156 96 96 90 101 87 87 99 87 93 91 105 91 102 102 86 91 85 93 92 101 102 95 93 83 95 96 95 107 87 89 97 96 97 90 93 93 95 92 94 89 108 97 92 91 99 97 102 96 91 92 98 98 86 84 94 101 88 88 101 82 97 192 0.08 16 
7 319 174 21 23 18 23 19 25 22 20 21 20 23 20 23 22 18 23 20 24 20 20 22 22 20 19 19 20 24 21 19 21 23 17 21 21 24 18 21 21 19 23 17 22 21 22 23 21 20 19 23 22 25 21 19 25 20 21 19 18 18 23 18 42 0.02 4 
8 92 296 195 55 61 50 53 71 56 61 60 70 70 86 66 51 74 72 71 77 66 76 68 68 64 38 61 58 60 54 67 82 66 62 56 83 56 77 52 64 56 78 68 57 54 72 74 70 67 54 76 58 69 61 76 60 48 74 71 62 54 63 70 260 0.02 4 
9 444 390 228 59 76 72 75 64 83 76 77 79 76 73 84 73 83 72 83 76 75 82 70 75 74 79 68 66 76 72 83 68 76 74 68 75 83 66 82 76 78 82 76 75 78 71 67 75 79 64 81 87 70 77 69 75 85 83 77 81 72 87 77 304 0.05 10 
10 469 467 40 39 45 38 28 35 38 56 43 41 34 36 40 41 55 41 51 39 54 25 27 37 23 24 62 50 32 31 36 32 47 32 29 39 38 19 41 29 48 19 47 38 51 45 35 28 35 30 32 46 19 47 25 32 41 53 35 32 38 38 31 80 0.09 18 
11 269 129 50 46 44 53 48 40 51 56 56 47 53 52 54 47 49 54 47 55 50 43 46 55 52 56 51 55 50 45 57 51 47 52 39 47 57 55 47 49 41 46 40 44 47 53 39 54 38 50 56 49 49 47 49 46 61 45 49 54 56 48 56 100 0.06 12 
12 493 63 12 6 11 12 12 14 9 14 9 15 9 10 5 0 10 0 2 1 19 0 9 9 0 21 26 8 14 16 6 12 13 12 17 1 14 13 1 6 23 16 30 15 0 0 9 17 6 8 13 0 4 19 10 4 10 10 22 11 11 24 19 24 0.05 10 
13 345 396 195 57 76 70 48 62 77 67 74 63 72 69 65 68 62 45 68 69 63 62 69 69 68 50 67 65 54 63 60 62 63 62 72 67 68 61 61 67 70 58 71 53 67 70 59 69 64 60 55 60 61 52 69 56 65 62 67 78 70 47 61 260 0.04 8 
14 388 184 134 72 68 54 67 65 67 63 70 79 78 59 64 54 87 64 66 56 52 73 72 68 54 53 73 71 81 83 60 63 73 72 60 66 68 67 60 75 69 74 60 88 60 60 46 44 66 80 61 59 76 62 67 65 59 77 52 57 59 79 59 201 0.08 16 
15 414 84 42 11 19 12 9 11 16 11 9 20 15 12 12 19 15 7 14 16 13 12 13 11 13 13 11 9 15 20 13 14 15 0 12 12 13 19 16 15 7 7 11 12 14 15 14 5 15 13 15 11 15 9 10 11 9 17 14 15 13 14 14 56 0.05 10 
16 423 292 74 37 25 40 32 54 25 45 51 34 43 30 39 28 41 35 46 12 37 34 33 17 34 50 35 42 42 34 35 39 50 24 31 27 52 48 46 34 31 49 32 23 64 35 45 40 27 38 17 66 28 34 26 43 31 19 41 53 39 34 41 111 0.02 4 
17 208 237 36 0 4 9 8 11 12 14 12 19 8 15 17 20 10 14 14 15 19 14 14 7 9 9 5 14 7 8 13 17 14 17 10 5 13 6 10 4 7 8 11 22 9 7 0 6 8 18 9 14 7 11 10 11 10 15 13 19 16 19 12 48 0.09 18 
18 265 271 62 59 62 60 63 62 60 64 62 59 63 63 59 65 56 60 62 62 64 64 62 60 61 60 62 61 61 61 62 61 62 61 60 64 60 60 58 61 63 60 62 59 62 60 59 64 61 62 57 63 62 62 63 61 64 63 63 61 61 63 61 124 0.04 8 
19 490 81 129 30 53 40 33 43 44 54 47 40 42 45 41 46 49 32 38 46 39 33 49 48 47 42 44 40 52 35 45 62 51 40 45 43 57 48 47 42 45 45 41 47 47 39 41 46 43 47 45 41 41 35 47 37 44 41 53 47 38 39 42 172 0.05 10 
20 180 52 69 21 21 28 22 27 31 18 25 20 23 22 17 19 35 22 19 22 19 22 21 25 17 24 32 20 15 15 16 8 21 18 22 29 24 22 25 28 28 22 28 23 19 22 18 20 28 23 18 23 24 18 32 27 27 17 38 22 21 20 24 92 0.07 14 
21 483 340 49 57 46 54 64 45 46 50 46 34 48 42 38 51 46 47 53 42 44 53 79 62 36 30 59 50 46 66 33 51 40 44 57 41 45 50 48 42 41 67 44 13 52 44 38 50 46 53 37 31 34 50 55 46 52 50 51 55 46 33 43 98 0.05 10 
22 193 44 94 46 45 45 46 45 48 48 47 47 48 49 41 48 50 48 50 45 45 45 43 48 51 50 42 46 47 44 46 47 45 41 44 45 48 39 49 49 50 47 47 48 50 43 46 48 44 51 48 46 49 48 45 48 46 44 45 49 43 42 45 141 0.05 10 
23 368 103 75 78 69 73 67 75 66 74 82 73 75 80 73 80 77 67 86 81 81 76 79 78 81 83 77 73 81 76 72 81 72 77 83 78 71 78 79 70 69 87 66 74 67 65 72 76 67 82 69 75 72 72 86 76 76 85 68 77 65 75 73 150 0.04 8 
