25 5 1819
0 398 340 3923 2846 2851 2844 2849 2850 0.01
1 372 81 62 28 39 29 24 22 32 31 37 23 39 28 25 29 25 44 28 19 31 32 27 45 34 39 37 33 24 28 26 27 32 30 29 32 26 44 35 37 20 21 12 28 24 39 33 34 39 30 32 28 31 35 34 38 36 35 93 0.03 6 
2 352 194 87 32 29 29 28 30 24 26 32 28 25 27 32 28 30 33 30 30 27 29 29 29 26 27 32 29 22 26 29 28 28 28 28 25 32 23 25 24 27 31 31 34 25 29 32 30 29 31 32 31 25 31 24 30 30 30 116 0.02 4 
3 414 152 148 69 75 78 69 56 82 78 65 87 70 75 77 77 69 86 54 58 71 65 67 84 71 60 70 70 75 82 64 85 79 73 85 90 64 67 70 93 77 75 65 79 72 79 84 76 79 71 83 67 65 85 86 74 92 66 222 0.09 18 
4 226 77 183 60 54 58 63 57 57 59 57 60 62 60 54 55 57 61 69 63 64 60 59 65 62 58 61 58 64 57 58 51 63 62 57 53 60 64 68 58 58 53 70 49 60 58 54 58 57 58 57 52 60 66 56 60 61 57 244 0.08 16 
5 144 58 216 71 60 64 81 74 48 65 62 65 85 62 76 75 76 73 81 83 59 88 79 91 73 64 90 67 59 71 75 65 72 83 61 81 75 76 66 75 85 64 69 67 75 74 67 76 57 68 72 76 76 72 62 77 65 82 288 0.02 4 
6 77 263 74 23 20 46 40 34 29 24 23 35 34 48 24 40 50 30 18 34 40 45 25 47 35 44 39 34 43 34 44 32 20 27 37 36 48 30 42 42 37 41 39 26 29 47 27 48 51 51 20 11 42 47 39 47 14 40 111 0.09 18 
7 335 137 30 14 15 15 12 16 15 18 15 13 14 15 15 12 16 14 15 19 15 14 15 14 13 15 12 14 15 15 9 12 20 14 16 12 17 13 14 14 17 16 14 15 16 15 13 14 14 14 15 13 16 12 16 14 13 16 45 0.06 12 
8 450 221 162 48 60 50 63 68 46 51 62 51 45 55 53 66 43 47 56 59 55 36 68 55 56 49 61 60 44 55 50 51 53 61 65 67 57 52 55 54 46 56 64 66 46 48 74 50 45 58 52 53 58 59 57 47 60 67 216 0.05 10 
9 290 376 44 17 21 14 17 26 24 21 31 24 25 26 27 17 14 16 22 26 13 20 20 18 24 21 16 25 20 21 30 28 25 13 20 14 17 16 25 25 19 20 20 25 18 16 22 25 20 18 21 23 20 19 25 24 21 26 66 0.05 10 
10 346 489 28 26 20 27 28 32 23 21 20 28 26 26 31 30 35 30 27 17 25 30 38 29 33 34 32 18 29 33 23 28 26 29 23 24 24 25 38 27 21 25 31 24 27 24 20 29 21 23 31 29 31 24 30 33 33 26 56 0.07 14 
11 499 155 32 19 15 12 20 14 19 10 10 15 14 17 10 13 11 17 14 16 12 5 8 17 9 14 18 9 15 17 9 16 24 16 15 21 18 18 17 13 12 17 14 17 22 14 10 16 11 16 19 20 21 11 19 23 17 14 48 0.06 12 
12 308 339 294 102 115 104 110 111 105 98 107 100 100 107 84 101 86 108 83 90 103 91 96 102 113 74 100 77 88 103 108 93 98 101 109 105 96 103 102 97 103 90 116 92 107 111 97 87 93 93 125 103 99 103 96 107 82 83 392 0.03 6 
13 303 365 150 63 37 43 31 50 58 41 43 56 54 52 54 58 57 55 50 60 45 56 56 57 51 54 47 46 30 42 53 46 52 43 47 53 47 55 48 44 49 37 51 54 48 49 53 52 44 35 51 42 55 59 54 44 57 51 200 0.06 12 
14 144 173 45 49 49 37 49 44 46 41 43 50 32 50 51 50 56 46 30 62 29 44 34 52 49 55 54 43 45 64 48 44 34 46 55 48 44 26 27 44 57 30 48 44 42 41 31 55 51 37 39 46 25 39 52 30 49 55 90 0.09 18 
15 245 277 148 73 76 74 77 70 72 75 75 79 73 75 76 75 70 76 72 80 68 68 76 69 73 78 75 74 70 71 73 69 70 76 76 75 75 69 77 70 73 72 69 73 72 71 68 72 71 71 75 77 71 70 76 75 76 69 222 0.07 14 
16 420 142 70 37 29 36 33 36 36 34 36 28 36 33 34 35 32 37 37 36 38 34 32 31 34 35 40 31 34 36 36 34 31 37 35 32 36 36 35 30 35 33 34 34 31 34 36 35 38 35 37 38 31 37 37 31 36 36 105 0.09 18 
17 66 350 154 75 84 75 83 75 78 85 81 76 88 85 79 78 70 81 87 66 68 81 73 80 74 69 72 75 73 79 75 71 71 72 73 80 74 81 88 78 77 65 75 85 90 69 80 79 77 82 77 72 81 77 67 83 83 75 231 0.06 12 
18 426 359 118 64 68 57 58 63 62 73 63 59 49 66 61 66 61 56 69 42 49 48 59 64 58 63 49 52 63 62 56 54 51 52 52 61 67 68 54 72 60 73 56 54 58 65 61 75 70 53 48 55 53 55 63 60 57 59 177 0.06 12 
19 434 108 174 83 99 86 79 102 87 89 91 83 87 93 91 86 96 80 73 95 89 75 79 89 81 88 95 89 87 91 90 90 86 80 88 90 92 79 83 85 91 83 82 90 80 80 91 80 81 83 83 85 97 85 91 89 88 84 261 0.06 12 
20 108 188 45 21 12 0 5 25 14 17 15 19 22 17 7 33 14 14 21 19 35 27 6 28 15 28 23 24 10 12 31 23 5 21 7 32 20 28 25 7 9 24 33 19 0 3 7 23 7 7 15 34 12 11 19 13 5 16 60 0.02 4 
21 287 482 154 76 75 85 80 81 83 78 74 78 72 74 73 66 69 81 78 83 70 79 73 74 70 81 75 70 67 70 74 77 78 88 76 86 85 71 64 75 81 70 76 80 83 77 66 70 89 82 63 71 79 79 77 70 87 77 231 0.07 14 
22 281 112 21 23 37 22 11 12 26 26 25 25 31 25 13 21 19 19 13 41 26 7 29 12 15 14 16 26 27 20 17 36 21 28 31 23 20 20 31 29 31 24 14 22 28 12 30 23 30 34 11 5 20 20 22 26 14 24 42 0.04 8 
23 0 497 114 41 39 43 30 40 30 39 41 39 47 42 29 41 33 37 45 32 44 41 37 35 35 33 33 36 35 41 39 37 45 35 36 26 38 29 46 31 30 31 34 36 31 36 37 32 38 33 39 35 44 42 38 33 33 39 152 0.05 10 
24 197 93 118 55 63 58 66 59 54 59 60 63 62 66 59 55 58 63 50 66 56 46 64 57 57 55 55 60 60 61 56 62 59 56 58 55 61 63 60 52 52 53 62 65 65 67 59 65 43 68 54 57 57 57 52 49 57 59 177 0.04 8 
25 117 61 39 40 42 39 37 43 41 40 38 39 46 35 39 42 36 39 37 36 35 35 33 38 40 32 39 42 36 40 38 44 37 32 38 38 37 37 38 40 39 32 34 39 34 37 40 40 38 35 40 41 42 41 35 44 41 38 78 0.06 12 
