100 5 8545
0 11 326 17156 11508 11497 11510 11498 11518 0.01
1 295 372 78 71 81 86 76 74 76 70 61 78 84 86 71 71 72 72 88 88 99 66 84 71 63 101 69 69 74 53 91 86 55 64 66 71 66 58 90 80 75 84 85 81 91 85 75 61 77 73 86 79 64 66 78 80 81 87 156 0.09 18 
2 266 243 144 77 80 77 74 74 71 83 77 68 83 61 67 63 69 64 74 55 66 70 75 76 64 62 74 67 73 80 76 64 66 82 74 64 66 84 80 73 72 70 81 73 67 55 59 79 78 69 63 75 71 68 79 61 72 71 216 0.06 12 
3 102 379 26 34 20 20 12 36 36 24 15 54 25 16 25 39 22 35 24 31 35 18 19 35 28 40 37 39 31 27 26 22 22 14 35 17 24 26 18 23 24 23 16 30 11 37 32 23 17 43 16 31 43 25 30 33 31 24 52 0.03 6 
4 50 372 158 78 76 82 81 85 85 85 70 74 69 82 79 76 77 95 80 79 76 73 69 81 78 73 78 79 71 74 89 85 81 71 74 70 75 81 71 80 81 75 74 80 73 76 80 79 67 92 87 82 78 75 83 66 81 73 237 0.07 14 
5 329 22 61 54 62 60 65 58 63 62 62 60 66 57 59 62 64 69 62 58 58 58 58 67 54 62 58 64 58 62 57 66 60 61 62 60 63 62 59 57 62 58 58 58 61 64 63 66 60 60 63 60 61 62 58 65 63 59 122 0.03 6 
6 393 42 140 62 72 79 75 66 65 69 67 60 64 48 62 82 89 75 63 65 68 70 72 61 74 69 62 89 81 54 75 67 51 72 56 78 68 73 55 74 76 76 69 67 65 73 43 83 86 61 57 75 68 76 78 57 85 43 210 0.09 18 
7 293 68 82 98 88 80 89 88 85 77 67 75 77 70 81 89 81 77 80 90 66 91 73 66 75 80 87 63 95 81 85 84 74 86 78 95 70 67 77 57 69 90 96 96 75 74 79 82 82 87 76 89 76 104 74 74 86 81 164 0.08 16 
8 46 195 86 45 38 40 40 36 43 49 40 47 39 40 45 46 42 39 36 38 36 39 43 39 29 37 30 41 50 41 53 42 38 47 43 48 45 36 36 38 55 39 34 44 38 37 46 43 48 40 48 36 45 34 42 35 45 42 129 0.07 14 
9 155 69 62 59 60 63 62 63 66 56 58 56 59 60 57 65 62 68 62 61 58 64 63 69 59 59 66 62 63 61 63 74 65 67 57 61 65 63 68 63 64 63 64 59 60 69 68 53 62 55 67 57 64 61 66 60 63 53 124 0.08 16 
10 88 251 78 73 76 77 81 76 76 79 93 82 78 81 75 79 75 87 93 81 70 80 85 78 70 70 70 85 83 70 77 79 77 80 81 76 76 83 77 93 80 76 83 65 69 80 72 61 81 83 78 75 88 80 78 81 76 72 156 0.07 14 
