10 5 790
0 331 339 1634 1320 1315 1325 1319 1321 0.01
1 385 66 132 64 68 66 65 64 64 66 71 64 66 67 63 67 70 69 68 69 71 73 60 63 64 68 64 67 65 64 59 64 67 69 67 68 63 65 69 68 67 68 70 64 65 67 69 68 60 63 67 64 66 64 68 65 63 64 198 0.05 10 
2 125 457 72 36 37 34 35 40 34 33 35 32 42 36 39 33 21 32 38 43 30 39 37 32 35 31 23 38 37 36 33 34 34 38 40 34 39 32 31 31 35 37 39 40 40 35 33 37 36 31 36 39 42 38 31 35 35 30 108 0.06 12 
3 268 420 180 60 60 60 60 57 54 63 61 63 60 59 61 59 52 60 59 54 54 60 62 57 68 64 56 62 59 63 53 64 63 60 57 58 61 62 60 51 55 65 55 57 64 58 67 61 60 62 65 57 59 60 68 59 57 61 240 0.07 14 
4 470 81 69 31 9 1 24 34 38 28 23 32 27 30 29 18 25 15 21 38 3 30 24 38 31 25 19 48 26 30 20 26 0 34 36 8 4 27 26 18 16 2 13 34 6 32 26 22 26 19 9 24 25 31 33 24 36 14 92 0.05 10 
5 148 243 82 35 14 41 38 53 51 40 33 44 53 38 40 38 39 44 41 35 53 42 49 48 35 35 56 37 50 53 41 40 49 44 42 45 42 36 34 31 48 30 29 24 33 49 44 50 56 28 29 30 38 36 42 40 46 48 123 0.02 4 
6 6 338 150 55 79 53 67 66 72 70 87 83 74 80 81 80 76 73 67 86 65 80 54 87 84 64 68 54 81 63 87 72 64 84 85 79 83 78 58 84 56 57 60 70 67 70 74 78 85 77 74 66 87 78 76 77 67 68 225 0.08 16 
7 447 108 240 80 82 85 79 80 81 81 79 78 76 78 80 83 77 81 79 78 80 81 78 80 80 82 79 77 81 78 79 81 84 81 82 79 80 85 80 77 81 82 80 80 77 78 76 81 83 79 81 82 77 79 78 80 77 81 320 0.04 8 
8 355 167 92 88 86 92 90 94 93 94 91 93 89 88 93 88 96 90 94 90 90 87 92 91 97 87 86 90 87 87 89 88 97 95 91 93 92 92 95 87 89 92 94 91 95 91 89 90 91 93 87 90 91 95 93 86 90 90 184 0.08 16 
9 80 255 54 18 21 7 13 4 16 18 15 15 24 10 15 11 21 18 19 20 13 22 18 20 22 21 13 26 19 27 13 16 8 20 22 18 18 20 25 17 21 12 16 19 16 19 15 9 22 25 21 10 11 20 28 24 20 15 72 0.02 4 
10 274 55 36 35 32 34 38 37 33 37 35 40 27 33 33 40 40 27 37 32 41 38 37 40 32 32 31 41 35 34 32 32 35 40 33 35 38 31 38 37 37 38 38 39 30 33 36 40 35 38 32 41 29 34 38 34 33 28 72 0.02 4 
