200 5 16452
0 81 495 32859 25989 26010 26003 25998 26000 0.01
1 349 20 51 54 57 55 46 52 54 44 51 52 50 52 44 46 55 52 36 50 58 47 49 41 47 46 49 63 47 53 46 45 51 52 46 52 55 56 52 47 52 51 52 54 53 56 53 48 52 51 51 43 53 54 45 43 41 55 102 0.07 14 
2 412 285 261 88 83 96 93 74 81 81 96 93 78 71 83 86 92 83 88 92 68 95 102 93 86 89 88 97 91 81 87 91 86 93 78 87 87 92 83 77 87 93 97 81 79 82 86 87 92 84 84 84 87 91 79 79 94 91 348 0.02 4 
3 166 35 162 80 82 79 84 78 79 81 78 81 81 83 81 85 82 81 83 84 79 79 81 82 79 78 78 83 81 82 82 82 84 76 82 80 80 78 79 78 88 82 82 82 77 76 80 81 77 82 82 77 83 82 82 85 86 81 243 0.07 14 
4 305 169 180 57 57 58 59 61 62 61 59 59 56 56 57 60 66 60 67 59 62 57 64 58 57 64 61 60 59 59 61 57 65 64 66 60 57 61 59 61 61 59 67 57 57 65 63 58 58 55 58 61 58 62 56 54 61 64 240 0.06 12 
5 86 101 98 52 41 52 47 45 47 44 57 51 52 47 51 53 65 55 44 47 51 46 43 53 53 53 42 47 42 48 54 47 52 49 55 46 50 51 54 49 53 46 39 49 49 54 48 50 46 38 44 53 42 40 50 63 52 47 147 0.08 16 
6 8 406 261 75 71 86 97 81 89 99 97 85 96 77 82 91 87 88 69 84 90 86 76 94 74 86 79 78 94 82 84 88 83 82 92 76 92 80 105 97 93 64 74 102 85 102 84 81 80 96 95 90 100 75 92 95 91 91 348 0.02 4 
7 35 363 53 58 58 49 61 53 55 50 37 51 50 49 53 44 61 61 47 46 53 38 55 54 54 46 53 45 64 54 56 50 57 55 49 56 56 52 51 46 56 52 62 49 62 49 51 43 56 51 46 60 58 50 55 51 49 54 106 0.07 14 
8 443 140 72 70 76 73 76 70 71 68 75 74 73 72 73 73 73 70 66 73 73 67 71 77 72 72 71 70 72 70 74 71 74 72 70 70 70 73 74 71 74 72 71 70 68 72 75 72 73 73 74 72 71 73 70 69 72 72 144 0.05 10 
9 292 414 78 33 31 19 33 22 27 27 25 32 28 30 34 37 27 35 27 21 30 32 35 24 37 28 19 46 10 30 20 27 35 41 17 41 16 27 30 24 19 26 29 25 42 24 36 27 24 30 38 26 41 11 18 19 51 23 104 0.09 18 
10 199 225 89 87 88 90 89 89 91 90 88 86 88 86 87 90 90 89 86 90 91 89 87 85 89 88 91 94 89 91 86 89 90 91 90 90 90 91 90 90 87 92 87 92 89 93 91 89 88 87 88 88 87 87 85 87 87 89 178 0.02 4 
11 203 341 243 81 76 81 81 71 86 76 87 76 82 82 75 84 85 76 77 86 79 87 79 82 86 76 82 79 83 85 80 91 83 74 82 87 84 88 79 79 84 84 89 82 83 79 74 76 83 86 83 79 84 87 74 82 88 74 324 0.06 12 
12 20 176 164 79 79 89 96 84 83 81 85 84 92 78 77 86 73 84 67 90 86 92 76 78 100 97 85 91 84 88 83 81 89 79 75 79 76 76 78 83 81 78 81 99 89 83 95 80 78 72 76 83 80 82 82 83 69 98 246 0.02 4 
13 83 23 42 39 32 41 28 51 39 55 39 31 50 49 37 35 40 44 46 30 42 34 38 39 45 53 46 47 54 47 39 35 35 46 34 46 45 32 38 35 40 48 33 47 34 41 38 35 39 32 38 43 44 39 48 44 33 49 84 0.03 6 
14 1 128 48 27 17 7 14 1 18 23 29 27 21 33 24 28 33 34 21 21 14 3 14 24 15 23 25 27 36 26 31 19 22 21 11 26 22 26 23 15 20 26 29 21 10 20 24 20 25 21 28 28 32 29 15 32 33 17 72 0.04 8 
15 201 187 186 65 60 60 56 63 62 60 60 62 61 59 62 67 64 60 68 62 60 62 60 63 63 65 66 62 65 65 64 66 58 60 60 58 65 58 64 62 64 58 58 67 62 67 63 62 57 62 58 64 61 62 60 64 60 61 248 0.06 12 
16 0 171 255 83 84 82 83 87 84 82 83 87 85 81 87 86 86 87 83 86 84 83 86 84 83 85 84 85 85 85 82 87 86 82 88 83 83 82 83 85 87 82 85 83 83 82 82 84 82 82 85 85 87 85 86 88 84 84 340 0.04 8 
17 70 419 148 71 86 70 74 76 65 77 81 75 74 77 69 65 70 73 71 76 80 70 78 67 73 69 73 73 74 78 77 70 71 69 71 64 69 77 66 82 74 74 71 69 72 71 76 73 78 68 71 78 70 65 70 76 79 77 222 0.04 8 
18 291 331 92 52 44 55 43 44 44 47 48 47 46 46 45 53 36 45 40 44 47 46 53 45 41 53 39 46 46 42 44 41 40 48 42 56 40 53 50 45 45 38 47 46 42 44 43 54 49 49 47 47 39 45 37 48 47 47 138 0.08 16 
19 199 94 249 69 79 71 101 89 77 75 78 76 94 88 91 73 92 88 84 76 74 78 83 87 83 79 82 80 81 87 90 84 81 83 77 85 83 73 80 84 79 73 82 79 88 73 88 108 81 85 77 85 81 75 82 80 82 100 332 0.06 12 
20 52 152 82 39 34 27 49 43 56 32 20 35 40 49 35 33 42 54 41 38 31 39 55 24 49 42 38 27 30 44 40 44 43 44 45 39 37 46 52 57 54 30 57 36 44 44 29 26 35 44 36 54 53 38 55 47 60 31 123 0.09 18 
21 245 386 60 56 53 50 63 69 58 54 53 66 58 63 55 64 51 73 65 78 62 61 54 55 59 62 44 57 55 65 58 57 53 61 68 55 75 63 56 62 73 64 63 61 68 40 56 64 64 69 65 66 53 69 56 67 59 64 120 0.06 12 
22 139 487 72 67 75 72 83 69 70 70 72 70 73 69 71 74 71 75 75 73 69 68 67 66 77 66 80 74 72 72 72 74 78 71 72 72 72 66 65 70 67 69 73 62 78 72 78 70 65 67 70 74 73 70 69 70 74 72 144 0.04 8 
23 306 109 74 35 34 34 37 34 39 39 37 28 33 33 39 38 36 38 32 39 36 39 41 38 35 37 42 42 35 37 41 33 42 37 41 37 34 37 39 34 34 38 33 38 33 33 34 30 40 39 35 36 38 35 38 34 36 41 111 0.05 10 
24 227 201 142 72 70 69 67 69 68 66 74 71 71 65 68 71 69 65 71 71 77 68 70 75 68 70 68 71 69 66 68 81 72 70 65 73 71 80 75 69 69 77 73 67 77 68 75 70 70 70 69 67 78 74 66 73 74 78 213 0.07 14 
25 299 213 66 18 42 40 48 18 25 13 30 50 23 24 39 32 38 24 34 12 37 30 34 15 27 12 30 31 30 37 28 29 34 33 16 47 39 42 42 38 27 16 34 40 38 30 24 23 23 19 35 52 12 25 20 27 30 37 99 0.03 6 
26 207 160 116 56 62 63 56 54 54 55 57 58 56 54 59 60 54 58 62 63 58 56 58 62 66 64 50 59 55 53 66 65 54 57 63 61 59 57 61 64 61 63 56 62 57 59 59 63 57 60 52 59 63 53 50 63 55 56 174 0.09 18 
27 133 59 78 42 31 40 23 35 43 31 32 17 41 35 48 39 38 35 32 48 35 31 42 29 34 58 54 42 31 40 42 29 37 51 26 44 39 36 35 47 30 37 52 34 32 39 37 35 44 38 28 29 32 29 42 24 30 44 117 0.09 18 
28 287 490 279 91 90 92 91 93 88 95 87 91 96 88 92 89 94 95 97 85 93 89 92 89 90 91 100 95 98 91 94 92 98 86 91 92 91 98 97 93 94 98 88 86 87 97 99 96 91 90 96 92 89 86 93 90 84 94 372 0.03 6 
29 43 126 219 69 69 75 73 69 75 68 68 70 76 77 70 78 74 70 79 76 74 78 81 74 73 68 70 76 72 72 75 76 64 68 72 76 66 84 63 68 72 74 75 78 72 83 76 63 74 69 69 66 60 65 69 75 68 75 292 0.09 18 
30 226 162 71 86 61 69 67 71 72 97 66 79 66 68 73 83 84 69 84 70 81 72 74 83 70 79 54 71 68 69 69 65 64 75 58 78 65 62 61 77 67 77 59 65 69 56 51 71 74 85 68 82 66 66 75 77 63 55 142 0.02 4 
31 353 184 82 78 81 83 78 80 75 84 82 83 81 83 76 84 78 83 84 75 80 84 81 83 76 83 78 85 77 82 76 84 81 82 79 81 86 79 80 81 78 82 81 80 84 76 84 85 80 83 82 80 86 85 87 82 88 80 164 0.06 12 
32 128 375 144 74 70 72 76 71 77 70 69 68 76 70 68 75 76 76 77 72 70 70 71 68 74 72 73 69 70 71 65 72 70 70 71 72 73 71 72 69 72 73 75 74 70 65 67 69 71 67 72 72 70 73 72 72 73 75 216 0.09 18 
33 258 167 180 61 53 61 60 53 54 57 53 60 71 48 66 80 60 62 62 51 63 64 63 68 83 67 57 61 58 71 68 53 66 60 54 54 49 50 48 73 64 59 63 66 56 51 52 58 58 53 63 59 58 58 77 67 48 66 240 0.06 12 
34 59 347 36 43 28 49 58 49 35 20 34 33 26 41 36 41 35 19 27 28 51 15 30 40 12 42 31 24 16 33 27 22 29 40 42 30 53 36 21 22 44 44 32 41 36 23 40 37 30 3 30 40 48 24 37 20 37 24 72 0.07 14 
35 299 473 15 15 10 15 14 6 14 19 23 25 9 14 13 15 14 12 15 14 16 12 18 17 14 14 6 19 5 10 11 20 19 9 7 21 5 13 14 22 23 10 16 19 21 9 20 16 14 3 6 7 12 23 19 14 23 21 30 0.06 12 
36 172 498 166 85 90 80 84 88 90 83 87 75 84 90 83 94 76 69 75 92 103 96 93 84 77 74 90 83 88 82 90 78 97 86 69 88 95 91 93 96 75 77 68 81 90 87 81 85 92 69 85 77 87 73 75 67 78 89 249 0.02 4 
