150 5 11877
0 493 297 23368 17250 17248 17247 17250 17246 0.01
1 276 315 258 77 92 89 91 87 89 95 90 89 84 81 84 77 97 82 79 85 92 92 92 85 96 89 83 88 98 83 86 91 89 87 80 69 83 92 88 94 81 91 94 88 89 91 78 87 95 91 89 83 83 96 80 84 69 90 344 0.03 6 
2 368 308 20 16 5 8 11 10 7 7 14 12 8 10 8 15 8 7 8 10 10 12 9 4 5 7 12 12 8 9 17 14 6 10 13 12 9 12 12 13 11 11 12 10 13 10 10 8 15 7 10 8 8 8 6 8 11 14 30 0.08 16 
3 195 393 100 110 100 105 88 71 100 89 102 105 94 88 107 95 92 107 99 111 115 125 99 95 102 102 105 97 86 94 91 89 108 88 103 99 103 103 107 90 104 93 100 108 98 98 113 108 82 85 117 88 102 82 89 87 96 108 200 0.07 14 
4 423 321 285 90 89 93 97 78 83 97 96 90 99 97 92 93 104 88 93 99 90 75 109 94 82 103 94 81 91 102 90 105 88 90 88 101 98 95 109 92 104 92 99 100 100 86 103 113 91 86 101 96 99 94 87 106 93 103 380 0.02 4 
5 243 484 122 61 55 61 63 61 57 60 59 71 65 58 64 61 56 62 58 61 60 63 54 51 61 59 61 69 58 65 67 57 56 60 61 60 62 69 58 53 55 63 58 64 68 56 64 60 67 55 62 51 64 52 56 53 64 63 183 0.04 8 
6 98 324 219 66 70 73 66 63 66 75 81 74 82 72 64 66 72 77 73 70 78 61 76 80 69 81 81 78 77 81 70 85 75 69 71 65 75 74 61 63 65 66 68 76 74 73 63 63 74 73 69 70 74 71 67 79 75 73 292 0.06 12 
7 342 172 76 38 37 37 40 41 35 35 44 36 44 30 34 39 42 38 32 35 40 35 33 44 41 48 33 43 43 40 48 33 28 34 36 41 43 37 35 33 30 38 34 44 26 44 37 38 31 38 39 24 28 31 32 40 32 45 114 0.09 18 
8 175 195 141 51 53 50 47 42 54 37 48 49 36 39 48 48 44 46 46 44 49 52 46 49 42 46 51 49 45 47 49 40 41 41 41 50 58 59 45 48 43 41 44 38 37 42 55 36 44 45 51 35 48 50 42 42 44 58 188 0.09 18 
9 129 259 228 88 86 81 87 70 78 72 62 73 88 94 102 65 69 86 92 78 70 67 70 88 85 74 51 75 70 77 78 77 81 71 64 70 74 71 81 86 75 82 69 86 71 69 87 75 71 62 77 77 57 69 78 68 80 87 304 0.04 8 
10 373 134 142 67 70 74 68 70 70 69 71 68 72 67 65 66 74 65 69 72 70 73 67 67 65 71 74 71 73 64 71 70 72 79 71 66 68 70 68 67 74 69 75 84 73 65 73 67 65 72 70 76 58 72 69 67 74 70 213 0.07 14 
11 410 25 42 14 21 13 27 25 28 21 21 27 17 16 17 26 26 11 31 14 12 25 19 17 15 11 9 26 21 19 14 17 24 19 25 21 20 21 18 15 22 21 27 9 15 18 18 26 16 21 29 19 15 25 25 22 17 29 63 0.05 10 
12 31 18 52 51 57 59 50 54 50 58 58 50 48 56 48 54 62 47 49 47 54 50 49 50 53 44 46 52 50 55 62 48 51 44 49 57 57 53 52 56 45 52 57 47 53 51 56 48 48 49 63 61 46 57 49 57 49 58 104 0.07 14 
13 244 460 26 25 13 1 16 6 13 8 2 13 13 10 15 11 14 20 0 7 17 13 15 14 18 21 26 12 16 10 9 19 11 14 16 21 13 25 14 10 22 21 0 18 0 26 21 23 19 4 20 9 1 9 3 12 8 7 39 0.04 8 
14 344 379 300 101 98 99 99 97 101 98 97 99 100 96 97 100 102 101 99 104 98 105 102 100 97 98 99 96 97 99 101 95 98 101 99 102 102 102 99 101 100 98 103 99 98 101 99 104 105 97 98 102 100 97 104 95 98 99 400 0.03 6 
15 140 261 129 45 30 50 43 37 33 45 51 49 35 41 53 35 44 34 40 47 29 40 49 37 44 34 48 48 51 50 47 51 35 44 34 43 43 44 45 49 46 40 43 38 29 41 32 36 38 40 48 51 44 47 46 49 37 49 172 0.09 18 
