15 20 976
0 100 478 1917 1846 1847 1846 1850 1841 1836 1839 1845 1839 1846 1849 1847 1841 1843 1855 1846 1844 1849 1846 1845 0.01
1 425 328 37 18 41 90 41 18 15 18 60 52 17 19 38 97 48 17 21 39 57 44 20 17 40 55 60 15 13 47 41 30 16 16 41 49 42 23 16 27 61 21 17 20 48 92 37 13 20 53 80 37 26 27 35 75 51 19 20 43 60 46 25 16 39 83 53 18 22 26 51 34 16 74 0.08 16 
2 290 448 27 12 22 49 20 12 12 27 53 22 19 5 26 73 33 9 23 27 36 21 9 11 13 69 31 11 17 17 54 37 13 9 25 38 28 15 13 24 33 42 16 6 37 42 27 18 12 26 43 26 12 11 16 44 40 5 13 15 56 24 19 8 24 45 31 13 19 19 35 19 11 54 0.09 18 
3 91 264 66 18 41 72 34 17 16 25 40 35 19 16 38 40 27 13 13 35 76 53 15 19 12 48 32 12 16 26 66 33 19 12 29 32 42 18 19 21 31 36 20 14 28 63 37 15 17 29 22 25 12 17 27 81 37 19 20 33 78 32 15 13 27 36 22 15 18 12 37 30 13 99 0.07 14 
4 182 71 82 39 66 178 70 38 46 77 143 68 37 48 76 171 86 37 46 72 151 92 46 38 88 131 75 44 43 88 152 70 40 33 61 127 69 36 31 74 122 69 48 41 77 121 109 43 40 79 155 72 31 46 69 127 71 32 47 93 158 77 49 40 75 148 89 37 34 84 134 67 34 164 0.04 8 
5 202 137 147 24 62 62 42 24 20 37 79 44 19 23 50 96 49 27 25 54 101 44 19 27 48 94 54 24 26 55 80 45 18 22 46 75 67 21 23 37 59 45 28 27 45 99 53 19 30 39 76 37 27 22 51 74 58 28 22 45 81 43 19 29 50 73 52 27 26 50 86 44 19 196 0.08 16 
6 228 361 44 14 23 32 21 7 5 37 66 25 12 15 18 22 13 9 9 21 38 9 8 13 28 33 29 15 7 21 41 29 15 13 28 42 10 9 13 15 49 22 7 14 29 30 26 6 16 33 27 28 11 11 24 75 16 9 9 22 47 29 7 19 17 43 30 10 6 10 30 17 11 66 0.07 14 
7 373 466 46 24 53 103 44 20 25 54 69 34 25 24 61 92 50 29 18 39 61 37 27 22 50 62 62 19 25 39 75 50 21 22 48 94 47 20 27 46 79 48 27 26 45 87 34 23 16 43 61 51 29 23 49 93 55 19 24 47 95 48 24 22 50 76 41 19 19 42 91 51 29 92 0.03 6 
8 490 438 154 49 89 160 97 40 35 81 102 66 32 38 68 137 81 33 36 81 108 62 37 35 64 145 61 47 36 66 135 71 36 40 70 120 75 40 30 92 100 88 38 33 91 136 91 35 52 70 136 101 29 30 76 157 73 34 49 91 127 65 44 37 68 105 78 36 52 65 116 100 38 231 0.04 8 
9 359 371 19 2 0 29 23 7 7 2 49 34 15 13 1 39 20 4 9 10 38 11 7 11 9 57 27 15 11 23 45 12 2 13 23 51 27 8 1 14 30 26 12 4 18 12 32 7 15 23 52 22 7 5 14 44 23 6 8 8 35 12 12 16 19 32 39 11 9 26 26 31 7 38 0.07 14 
10 212 39 120 16 37 69 39 25 25 30 64 45 17 17 30 76 38 20 18 33 77 45 18 19 34 65 45 15 21 46 68 35 22 18 36 60 34 18 22 47 58 49 22 17 47 67 39 17 17 46 57 37 16 18 30 60 30 19 15 44 59 33 21 19 47 69 35 20 22 36 70 35 20 160 0.02 4 
11 399 207 10 11 24 0 0 13 12 26 14 19 7 6 12 15 15 8 2 11 22 9 9 2 5 32 25 1 0 2 25 0 12 0 0 0 30 9 4 16 0 6 10 5 4 6 24 5 17 19 16 21 6 3 11 0 17 7 0 16 42 0 9 7 12 32 6 9 14 0 16 11 10 20 0.03 6 
12 461 161 285 43 107 136 104 50 46 93 168 116 47 52 83 185 108 60 47 79 169 95 53 47 108 178 83 58 44 94 149 98 41 38 91 147 94 48 41 92 163 77 47 37 91 163 77 51 42 97 129 86 35 45 86 177 103 36 48 91 139 110 54 45 91 181 88 41 46 78 156 97 50 380 0.03 6 
13 317 54 146 40 77 125 68 39 38 74 123 65 34 35 69 125 78 41 40 60 142 74 43 32 78 112 67 28 32 61 137 66 46 34 84 151 77 31 33 63 110 84 37 40 70 150 81 42 40 85 119 71 37 34 89 116 79 40 41 73 132 89 43 38 75 107 61 37 35 75 121 91 29 219 0.05 10 
14 134 395 63 7 21 29 21 12 12 23 17 18 10 8 21 32 27 9 9 25 18 19 11 8 23 22 6 7 7 22 33 28 10 9 5 29 18 14 7 29 27 17 1 9 18 33 19 8 11 25 23 18 10 11 29 62 35 15 11 18 32 22 7 10 21 42 14 5 6 15 36 25 17 84 0.06 12 
15 475 32 20 12 25 31 12 10 9 27 34 14 9 10 26 31 27 11 9 19 30 21 9 8 19 32 20 12 11 20 38 18 6 12 24 37 18 6 7 25 26 15 10 3 20 29 22 9 10 13 39 19 14 12 25 29 16 8 5 23 22 20 10 10 25 47 17 11 10 24 49 13 9 40 0.05 10 
