25 10 2104
0 188 493 4223 2816 2824 2825 2829 2821 2830 2824 2826 2830 2820 0.01
1 189 327 56 14 21 49 35 13 16 33 36 29 19 15 26 54 32 12 13 33 42 28 16 13 30 52 28 12 13 25 46 28 11 14 24 40 22 15 17 29 41 34 11 13 29 38 27 10 12 23 40 22 13 14 24 46 18 16 14 25 53 25 14 84 0.03 6 
2 231 494 168 29 60 100 52 21 24 71 102 43 33 29 62 106 58 27 25 42 102 70 25 35 78 102 41 26 33 57 102 47 22 27 47 98 45 30 31 61 64 60 34 23 36 99 43 32 28 64 99 59 29 28 54 93 52 32 29 62 94 43 21 224 0.02 4 
3 344 420 26 12 29 48 29 15 13 25 32 30 13 14 28 45 24 17 11 24 43 24 12 10 23 41 24 12 12 22 46 24 11 15 32 52 31 13 11 30 38 24 13 10 20 36 23 13 13 28 42 24 15 14 24 40 28 16 15 23 40 24 11 52 0.04 8 
4 139 364 219 35 62 127 77 36 37 70 118 63 30 30 55 156 81 44 46 71 136 59 32 30 96 110 76 34 33 73 88 89 46 32 70 114 71 43 35 83 136 97 37 28 73 120 72 26 32 72 133 70 40 33 58 98 54 41 29 66 129 59 37 292 0.02 4 
5 409 392 124 31 59 111 73 32 25 44 128 55 31 26 77 146 49 27 19 64 90 77 30 27 54 90 65 28 24 61 81 60 35 28 80 111 71 33 29 54 89 54 26 18 51 77 67 36 34 67 96 62 28 26 80 111 49 27 39 54 81 71 25 186 0.09 18 
6 112 339 279 44 80 182 81 48 45 83 199 94 48 47 90 155 93 47 55 100 154 110 52 38 103 182 89 42 54 88 140 95 41 53 110 162 98 52 40 72 135 76 40 49 108 153 95 38 55 84 177 98 39 53 98 179 89 49 53 81 143 112 45 372 0.08 16 
7 262 465 142 41 60 114 74 25 33 61 97 69 36 30 78 120 66 46 31 92 131 75 35 25 63 107 92 46 30 69 138 81 29 28 71 115 71 39 40 64 117 57 32 39 71 116 80 39 47 77 122 67 33 36 108 120 59 49 28 67 89 68 40 213 0.08 16 
8 132 295 49 26 59 73 58 22 22 37 67 49 22 28 56 87 45 25 22 38 90 42 23 29 60 68 55 23 24 60 91 53 20 23 43 81 38 25 20 54 95 50 27 21 49 95 47 24 26 54 61 45 22 21 54 74 39 29 22 55 88 36 21 98 0.04 8 
9 25 106 71 30 60 141 70 47 34 71 109 73 32 39 55 97 74 45 33 62 122 59 30 35 62 116 67 31 33 76 122 58 39 37 80 101 65 31 38 54 123 77 42 33 64 124 73 31 27 59 127 83 36 30 91 130 76 33 36 53 124 69 30 142 0.07 14 
10 450 102 118 26 64 102 57 29 28 64 108 48 34 26 72 117 69 32 27 46 96 54 32 30 56 111 66 30 33 51 99 58 27 32 55 111 58 24 23 52 93 55 28 36 64 95 57 24 28 50 105 78 32 40 74 94 56 33 28 65 93 50 24 177 0.07 14 
11 319 51 29 10 28 66 26 3 15 25 53 36 21 20 23 61 23 17 9 47 49 36 20 10 22 38 16 19 6 23 40 38 15 15 23 45 34 13 22 32 40 22 16 3 32 61 37 10 8 27 44 31 12 13 28 39 26 12 24 43 58 30 13 58 0.05 10 
12 41 211 93 18 20 45 42 18 18 16 35 17 18 15 34 59 34 8 8 31 33 30 14 6 22 43 28 18 13 27 67 26 14 11 30 49 36 11 8 23 58 6 15 14 39 57 20 11 15 26 67 55 15 19 24 46 28 13 18 29 71 41 8 124 0.06 12 
13 36 263 100 42 99 178 91 51 48 116 132 97 47 55 92 183 114 50 48 101 171 99 64 48 107 155 123 42 53 115 195 96 56 56 105 206 117 55 60 119 162 87 48 43 97 190 115 47 43 81 150 102 61 44 113 180 79 53 50 95 189 91 54 200 0.07 14 
14 108 416 126 32 31 67 42 14 32 29 76 52 18 19 27 58 34 14 21 29 68 54 27 11 33 59 50 16 21 49 75 45 32 23 64 70 46 18 24 32 101 65 8 25 31 62 42 23 15 47 60 52 18 19 38 85 32 21 20 35 74 30 25 168 0.09 18 
15 436 438 86 25 27 65 29 19 17 36 52 58 15 23 46 50 39 20 20 51 61 30 20 19 36 74 24 17 22 42 75 55 24 19 57 83 40 23 13 37 96 40 19 13 44 70 37 27 13 34 61 42 22 25 50 68 42 14 17 39 76 48 24 129 0.03 6 
16 493 35 100 34 37 77 44 18 23 51 67 76 26 18 63 116 48 25 27 43 99 56 30 28 47 96 44 17 30 49 82 41 26 24 46 90 35 35 25 58 100 39 22 23 53 91 28 31 30 40 67 46 35 23 63 67 54 16 27 39 80 41 22 150 0.08 16 
17 317 165 77 43 55 143 68 33 35 73 123 79 43 33 60 150 57 48 40 81 131 52 43 38 78 139 65 36 35 76 132 75 26 31 82 114 68 31 35 61 134 70 34 40 93 136 76 39 39 80 117 86 34 42 81 158 81 43 47 60 157 81 31 154 0.08 16 
18 484 289 68 33 64 99 81 26 27 76 126 63 36 32 57 105 74 35 36 53 115 76 34 32 58 131 74 32 28 63 123 58 34 28 57 127 57 30 37 60 109 72 41 28 61 118 71 33 36 81 129 57 31 38 61 99 52 38 42 68 103 73 32 136 0.09 18 
19 487 439 22 13 28 37 23 8 5 18 27 9 11 6 18 22 9 1 6 28 20 6 3 3 3 30 13 19 15 11 23 16 11 8 20 16 21 1 0 13 11 18 12 3 0 21 1 0 5 0 30 3 0 0 16 56 16 3 3 19 0 8 8 33 0.04 8 
20 233 375 198 32 73 84 76 38 32 51 112 92 34 37 59 89 69 34 34 75 117 73 35 29 62 109 73 37 29 50 126 65 40 32 72 103 63 35 34 79 111 48 29 27 62 125 56 34 35 45 87 56 29 37 60 108 66 40 31 67 109 58 31 264 0.09 18 
21 225 196 45 11 14 35 13 8 2 9 31 21 8 6 27 27 16 7 0 6 23 8 12 7 8 17 0 11 7 16 14 16 14 5 5 47 11 1 2 30 13 31 5 13 20 20 21 5 8 20 31 11 9 0 28 14 20 10 8 0 14 31 8 60 0.04 8 
22 189 200 130 31 63 120 70 37 38 83 114 63 30 37 65 108 70 32 41 82 104 55 33 25 64 108 62 30 27 63 98 61 30 29 71 120 66 36 33 61 105 62 30 31 73 95 70 34 37 73 97 61 34 32 74 101 48 37 35 59 98 78 39 195 0.05 10 
23 78 237 200 57 110 184 89 51 48 103 179 78 51 42 113 175 96 42 50 83 195 92 52 59 84 157 119 56 51 97 153 81 47 57 90 152 110 52 47 102 188 120 47 57 101 198 100 55 56 90 169 101 51 58 121 171 86 42 47 112 163 119 54 300 0.05 10 
24 101 441 174 25 68 113 54 28 30 58 109 66 32 32 49 113 65 23 26 60 89 53 30 27 67 104 58 25 25 50 117 75 33 32 45 76 56 32 33 57 112 47 33 27 62 97 54 29 30 53 82 59 27 29 50 121 64 31 26 50 89 48 25 232 0.03 6 
25 362 330 120 30 45 116 65 31 30 57 113 57 40 24 54 85 60 36 25 53 128 65 24 34 63 105 58 19 21 49 121 71 31 26 67 68 56 41 22 59 77 50 35 27 71 94 51 30 19 45 74 54 25 26 53 92 73 22 27 44 110 64 24 180 0.02 4 
