50 20 4519
0 422 165 8842 6150 6161 6148 6143 6156 6146 6148 6145 6163 6141 6165 6146 6143 6155 6158 6141 6149 6163 6146 6147 0.01
1 98 414 152 44 83 122 85 44 37 67 124 63 37 32 76 103 79 44 38 84 130 66 42 35 72 132 68 31 36 85 115 68 42 35 65 143 60 40 30 82 128 94 41 36 74 135 62 32 40 77 128 76 34 43 93 135 72 31 32 98 100 76 34 38 71 163 61 41 31 73 107 92 43 228 0.09 18 
2 164 496 116 32 70 72 51 24 27 58 122 44 28 28 52 109 45 26 31 80 126 65 26 22 59 112 58 33 28 75 88 48 27 24 71 73 48 23 28 65 73 54 37 28 50 81 53 31 32 54 77 66 38 35 63 109 64 32 29 57 89 54 40 31 41 87 57 28 30 62 133 60 23 174 0.05 10 
3 54 157 100 21 67 103 48 26 18 38 82 58 26 27 52 78 64 18 19 39 85 41 24 25 54 60 35 34 25 51 83 44 33 31 49 67 72 27 21 41 79 38 18 39 55 71 54 18 38 39 81 58 20 30 51 63 47 33 20 44 68 47 30 26 44 79 54 24 31 48 116 51 28 150 0.08 16 
4 152 174 255 39 86 123 72 40 33 93 166 79 34 46 89 135 80 42 41 76 165 78 34 46 73 149 68 37 46 80 153 65 42 38 81 158 71 36 58 71 167 83 34 34 85 133 64 41 34 94 130 94 47 42 85 149 89 38 43 93 131 91 39 39 74 144 103 52 55 92 140 109 44 340 0.03 6 
5 367 89 20 5 12 23 6 6 13 39 64 18 10 12 37 31 39 8 7 38 23 23 10 9 28 74 13 7 3 14 0 6 9 14 24 25 20 16 16 35 45 18 6 15 27 8 17 8 6 0 32 22 10 3 9 27 6 18 11 23 16 21 11 7 7 25 13 7 6 25 65 10 12 40 0.06 12 
6 4 266 98 45 108 155 122 45 49 90 191 86 56 60 102 151 99 41 55 90 144 93 56 44 97 163 89 59 54 83 185 104 50 44 98 176 89 55 52 102 162 83 57 53 108 157 98 46 53 80 190 80 58 51 115 177 87 50 56 120 165 88 42 40 103 147 98 53 52 93 146 113 42 196 0.03 6 
7 260 180 48 23 40 76 54 29 27 55 71 46 26 26 53 75 41 29 30 29 58 53 26 20 53 77 50 26 19 39 73 89 29 26 39 78 42 21 24 55 81 47 23 21 56 77 23 30 20 64 81 49 23 25 37 70 44 20 24 30 81 65 19 15 57 109 38 33 17 43 85 51 26 96 0.04 8 
8 487 493 158 45 93 138 89 36 34 92 141 89 47 33 84 164 68 41 46 72 113 93 44 45 100 116 90 45 30 77 145 73 31 36 79 125 85 43 41 70 116 76 32 43 81 135 84 32 41 91 152 67 38 46 78 125 66 40 31 92 149 70 48 37 92 153 93 43 40 64 124 104 49 237 0.08 16 
9 236 214 180 31 49 114 67 32 30 53 96 51 25 34 58 89 50 31 25 62 105 68 23 27 64 110 76 27 28 60 101 52 27 31 55 108 68 26 33 56 90 55 38 27 67 88 66 32 31 47 123 52 37 23 59 101 57 28 25 51 106 73 23 30 54 94 62 34 27 53 107 66 26 240 0.02 4 
10 344 240 148 31 84 138 69 30 39 67 106 75 28 42 70 132 69 32 32 66 136 91 35 42 79 141 90 40 37 84 113 63 41 38 90 132 77 37 29 74 109 82 45 28 77 119 95 42 36 82 121 68 38 36 67 118 67 37 37 75 110 67 33 42 64 105 63 37 41 74 145 75 33 222 0.05 10 
11 419 436 177 28 63 116 67 33 19 50 114 77 23 26 58 83 43 24 35 61 90 50 38 32 65 112 60 36 25 77 116 55 37 33 87 86 41 31 27 63 121 36 32 28 71 106 39 29 39 71 82 71 23 29 70 125 49 31 25 51 120 62 24 31 72 90 78 35 32 42 91 48 34 236 0.07 14 
12 333 314 246 38 95 156 83 36 46 72 134 77 40 41 93 152 80 42 37 81 159 68 33 44 75 154 84 37 46 71 164 80 39 41 87 120 88 36 41 75 153 92 45 42 93 167 75 39 36 77 156 66 39 38 93 143 96 37 44 92 163 90 47 39 97 149 70 41 34 92 146 97 35 328 0.06 12 
