15 10 1494
0 87 60 2696 1791 1782 1807 1792 1790 1799 1814 1788 1795 1801 0.01
1 420 89 291 59 76 173 78 35 47 88 178 84 53 40 114 180 98 43 54 123 152 117 56 54 97 150 100 58 45 78 143 123 54 52 125 139 74 42 51 106 149 106 37 47 98 178 111 34 44 113 125 100 42 43 98 172 94 47 52 69 176 106 38 388 0.02 4 
2 175 172 39 18 34 68 45 17 20 34 75 37 21 21 35 63 33 17 17 42 66 36 16 20 35 53 32 19 20 42 65 35 17 22 42 60 33 15 20 34 78 38 19 20 33 46 35 21 20 44 72 37 22 18 33 59 37 14 18 35 54 33 20 78 0.05 10 
3 205 364 60 34 80 68 60 22 22 51 108 65 38 34 52 110 60 31 30 71 100 61 32 26 65 100 66 29 38 68 70 75 26 32 51 117 68 22 34 66 89 86 33 26 36 118 63 33 25 65 126 65 27 29 50 98 59 26 49 40 66 68 25 120 0.09 18 
4 252 133 84 48 84 143 86 46 34 71 121 84 43 44 76 158 73 46 38 79 101 95 35 30 78 167 82 45 32 82 156 72 41 34 111 122 88 41 33 63 130 76 44 36 104 127 86 42 35 89 142 78 48 41 104 146 72 40 45 71 139 96 37 168 0.09 18 
5 436 422 80 33 70 158 85 40 44 64 143 68 42 50 66 109 88 44 41 80 174 74 47 39 84 178 83 40 37 63 149 69 37 39 68 142 74 37 39 82 107 92 46 39 67 106 88 38 33 102 141 64 42 42 79 169 75 45 38 97 152 84 38 160 0.02 4 
6 58 383 81 14 34 45 21 12 13 35 48 22 11 12 33 43 27 17 14 24 56 23 12 15 33 44 26 12 12 22 41 34 10 18 36 43 25 8 12 31 45 37 14 13 31 36 29 12 13 41 46 31 13 13 18 35 20 14 14 28 57 30 12 108 0.03 6 
7 93 191 30 4 4 12 16 13 6 4 24 0 7 10 19 2 17 6 7 0 8 18 1 3 4 5 8 6 0 11 0 17 6 9 9 16 13 0 5 10 26 8 2 9 0 13 12 8 7 6 26 14 4 6 3 0 0 1 7 7 12 4 10 40 0.07 14 
8 208 92 56 25 46 104 56 26 26 60 92 55 27 29 76 90 48 28 29 55 77 49 27 35 49 85 59 29 25 45 84 58 22 38 42 86 46 33 26 53 76 62 31 26 59 113 57 28 25 49 82 57 36 31 46 115 63 28 22 54 101 61 32 112 0.02 4 
9 280 369 64 33 56 115 54 24 34 61 108 47 29 34 56 131 69 31 32 57 116 56 26 33 66 92 66 33 35 59 87 69 32 34 51 97 73 34 36 52 87 57 37 29 66 107 69 31 33 58 98 73 35 25 81 106 63 35 40 63 100 82 36 128 0.02 4 
10 75 437 146 33 52 144 79 51 51 82 114 59 49 35 99 121 80 34 29 91 102 71 48 39 58 133 84 37 30 88 130 77 44 30 64 113 84 40 27 61 104 71 37 45 71 125 52 41 33 89 148 70 34 35 81 150 70 43 31 91 124 75 30 219 0.09 18 
11 424 394 100 43 81 166 83 47 61 110 209 113 53 53 78 143 83 51 58 102 192 118 50 58 107 194 95 46 45 109 141 108 55 53 135 138 115 38 40 115 182 127 67 55 66 212 108 45 55 76 194 109 49 49 105 194 106 41 42 117 163 123 52 200 0.02 4 
12 51 68 196 49 89 187 100 64 46 101 148 72 50 48 112 135 106 51 37 93 148 79 57 42 104 173 84 47 45 104 142 89 53 49 82 137 101 46 45 90 185 108 39 50 92 175 103 47 42 113 163 97 68 45 109 150 76 48 43 98 180 111 42 294 0.07 14 
13 127 236 142 29 81 145 95 48 39 77 101 64 44 32 81 107 46 39 25 76 130 58 40 30 55 148 77 34 36 63 121 80 40 26 82 122 76 30 27 80 153 87 36 27 83 165 62 37 39 68 96 67 27 24 55 83 63 39 23 52 160 67 37 213 0.09 18 
14 304 112 40 18 33 67 36 20 20 43 79 35 21 16 47 68 31 21 24 44 85 40 21 16 45 59 35 19 18 34 65 46 19 15 31 76 29 17 21 37 62 39 16 16 47 77 35 17 20 32 78 29 16 18 46 54 32 18 22 34 72 37 15 80 0.07 14 
15 136 195 291 55 110 133 83 48 49 92 176 82 47 39 92 132 76 52 41 97 190 108 40 46 97 173 70 45 51 89 176 102 37 55 85 168 118 46 56 111 199 89 48 35 107 151 97 46 52 97 150 80 39 56 96 207 79 50 46 95 141 72 45 388 0.05 10 
